name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Godune Builders &amp; Developers,property development,,"(92 21) 34538820, 34538821","357,Block-B,Adamjee Nagar,K.C.H.S. Ghazi Salahuddin Road, Karachi",https://www.businesslist.pk/company/183217/godune-buildersdevelopers,businesslist_pk,scrapy,property-development,2026-08-21T20:09:48.556905+00:00
PakeProperty,realtors,,,"Office # 21,Crown Plaza Commercial Market,Chandni Chowk,",https://www.businesslist.pk/company/246099/pakeproperty,businesslist_pk,scrapy,realtors,2026-08-21T20:09:49.951185+00:00
RightWay Properties Private Limited,realtors,,0515402262,"HeadOffice # 104 &amp; 105 1st Floor Asian Arcade Opposite Zoo, Bahria Enclave Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249274/rightway-properties-private-limited,businesslist_pk,scrapy,realtors,2026-08-21T20:09:51.720146+00:00
B.F. Modaraba,realtors,http://www.bf-modarba.com.pk,"9221-111786878 / 2425224 / 2426993, +92-21) 111-229-269","4th Floor, M.A.Jinnah Road, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/95145/bf-modaraba,businesslist_pk,scrapy,realtors,2026-08-21T20:09:53.820475+00:00
Avenue Marketing,realtors,,+923041112033,"Rahat Com DHA Phase 6 Khi, Karachi",https://www.businesslist.pk/company/257644/avenue-marketing,businesslist_pk,scrapy,realtors,2026-08-21T20:09:56.168692+00:00
StrategistHub,realtors,https://www.strategisthub.com/,0092-300-1684041,"Punjab, Lahore",https://www.businesslist.pk/company/255812/strategisthub,businesslist_pk,scrapy,realtors,2026-08-21T20:09:58.017790+00:00
SA Systems,realtors,https://www.sasystems.solutions,+92 3-434-666636,"Plot 158-CCA, DHA Phase 6, Lahore, 54000, Lahore",https://www.businesslist.pk/company/255563/sa-systems,businesslist_pk,scrapy,realtors,2026-08-21T20:10:00.072151+00:00
Iconic International,realtors,,+92-42-37182007,"4th Floor, CCA 151, Block C, Phase 6, DHA, Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/251514/iconic-international,businesslist_pk,scrapy,realtors,2026-08-21T20:10:02.081276+00:00
Aik So Aik | 101 Propertties,realtors,,009234345444455,"Alvi Grand Mall, LG 13, 14 Zarrar Shaheed Road, Cantt, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/252596/aik-so-aik101-propertties,businesslist_pk,scrapy,realtors,2026-08-21T20:10:03.723171+00:00
Afridi Associates,realtors,,"92215384045, +92 3234701232","Shop No. 3, Plot No. 48-F, 21st Commercial Street, Phase Ii (Ext), Karachi, Karachi, Sindh",https://www.businesslist.pk/company/171640/afridi-associates,businesslist_pk,scrapy,realtors,2026-08-21T20:10:05.796999+00:00
ZAR Estate and Builders,realtors,,118/D broadway dha phase 8 lahore,"13 Rehman Street Smanabad Lahore, , Lahore, Punjab",https://www.businesslist.pk/company/254202/zar-estate-and-builders,businesslist_pk,scrapy,realtors,2026-08-21T20:10:07.053261+00:00
IHA Rent,realtors,,03224162355,"House. 22, St. 2, Block C DHA Villas Phase 8, Lahore, 54792, Lahore, Punjab",https://www.businesslist.pk/company/252039/iha-rent,businesslist_pk,scrapy,realtors,2026-08-21T20:10:09.222048+00:00
The Land Associates,realtors,http://thelandassociates.com/,+923311444007,"http://thelandassociates.com/, Peshawar, Khyber Pakhtunkhwa",https://www.businesslist.pk/company/251852/the-land-associates,businesslist_pk,scrapy,realtors,2026-08-21T20:10:11.193451+00:00
Midas Realty,realtors,,0308 208 7171,"4th Floor, Plaza 123 CC 10 Sector T, Phase 8 DHA Lahore, Lahore, Punjab",https://www.businesslist.pk/company/252446/midas-realty,businesslist_pk,scrapy,realtors,2026-08-21T20:10:13.313126+00:00
Rightway,realtors,,0515402262,"bahria enclave, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249762/rightway,businesslist_pk,scrapy,realtors,2026-08-21T20:10:15.401143+00:00
CHak92,realtors,,03349211192,"Office #9, 6th Floor, Central Plaza Barkat Market, Lhr, Lahore, Punjab",https://www.businesslist.pk/company/250838/chak92,businesslist_pk,scrapy,realtors,2026-08-21T20:10:17.234344+00:00
Sirmaya.com,realtors,,0800 800 80,"Gulberg 3 Lahore, Lahore, Punjab",https://www.businesslist.pk/company/253152/sirmayacom,businesslist_pk,scrapy,realtors,2026-08-21T20:10:19.153126+00:00
APEX Properties,realtors,,+923041111739,"House 588 D2, Block D1 Gulberg III, Lahore, Punjab 54000, Lahore",https://www.businesslist.pk/company/257897/apex-properties,businesslist_pk,scrapy,realtors,2026-08-21T20:10:20.897130+00:00
Pak Property,realtors,,+923111502922,"Flat No. 08, block No. 09 Sector G-11/4, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249281/pak-property,businesslist_pk,scrapy,realtors,2026-08-21T20:10:22.139331+00:00
Beachworks LLC,realtors,,2062199447,"PO Box 55309,, Seattle, WA 98155, Bahawalpur, Gilgit-Baltistan",https://www.businesslist.pk/company/249726/beachworks-llc,businesslist_pk,scrapy,realtors,2026-08-21T20:10:24.102790+00:00
Multiconstruction,construction services,http://multiconstruction.net/,&amp;nbsp;+92 321 8404127,"367 # N Main Boulevard, Johar Town, Lahore. Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/252010/multiconstruction,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:25.898170+00:00
Mughal Steel,construction services,http://www.mughalsteel.com,"9242-111000007 / 7970326, +92 42-3596-0841"," Badami Bagh, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/124249/mughal-steel,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:27.841216+00:00
Flying Cement Ltd,construction services,http://www.flyingcement.com,"92-42-6666781, +92 42 3667 43 01-5","103 Fazil Road, Saint John, P.O. Box: 54000, Punjab",https://www.businesslist.pk/company/226563/flying-cement-ltd,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:29.953769+00:00
The City Tiles,construction services,http://www.Thecitytiles.com,+92 (21) 35820475-6,"Plot # F41/3, Block # 4, Clifton, Karachi., Karachi, Sindh",https://www.businesslist.pk/company/246311/the-city-tiles,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:32.056193+00:00
Imgc Global (pvt) Ltd.,construction services,http://www.imgc-global.com,"(92 21) 35662098, 35662054, +92-021-3430-52718","1106-10,11th Floor,Kashif Centre,Shahrah-e-Faisal, Karachi",https://www.businesslist.pk/company/194092/imgc-global-pvt-ltd,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:33.234591+00:00
Fahim Nanji &amp; Desouza - Fnd,construction services,http://www.fnd.com.pk,"(92 21) 35211542, 35211535, + 92 21 3563 7878 82","10, Ilaco House, Abdullah Haroon Road, Saddar Karachi, Karachi",https://www.businesslist.pk/company/160683/fahim-nanjidesouza-fnd,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:34.490784+00:00
Luxury Gates,construction services,http://luxurygates.pk/,+92-35156048,"Office # 5, Plot 48C, Bukhari Commerical, Lane 13, Phase 6, DHA, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/241666/luxury-estate,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:36.468736+00:00
HiCon International,construction services,https://hiconinternational.com.pk/,03135482624,"G-568, johar town, lahore pakistan., Lahore, Punjab",https://www.businesslist.pk/company/254641/hicon-international,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:37.419058+00:00
Mir Engineering Consultants,construction services,https://usman-mir.business.site,04235758318,"83-P Gulberg-ll, Lahore, Punjab",https://www.businesslist.pk/company/249476/mir-engineering-consultants,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:39.640307+00:00
2MS Engineering,construction services,https://2mseng.com.pk/,03223359941,"B 97 iblagh e amaa CHS Gulistan e johar 8 khi, Karachi, Sindh",https://www.businesslist.pk/company/245080/2ms-engineering,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:40.609826+00:00
Mukhtar Sons Construction Pvt Ltd,construction services,http://mukhtarsons.pk,04235134877,"47-N Commercial area, Lahore, Valencia Town,  Lahore, Lahore, Punjab",https://www.businesslist.pk/company/250708/mukhtar-sons-construction-pvt-ltd,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:42.523708+00:00
Technep KP,construction services,http://www.technepkp.com,051-2306888,"G-13/1 Markaz,Fortune Arcade Flat-10 Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/246530/technep-kp,businesslist_pk,scrapy,construction-services,2026-08-21T20:10:44.652080+00:00
Evocon,property development,,(92 21) 34541730,"19,D.A.C.H.S.,Block 7&amp;8, Karachi",https://www.businesslist.pk/company/183214/evocon,businesslist_pk,scrapy,property-development,2026-08-21T20:10:46.792600+00:00
Zaitoon Developers,property development,,0800 11011,"Main Boulevard, New Lahore City, Canal Bank Road Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/250755/zaitoon-developers,businesslist_pk,scrapy,property-development,2026-08-21T20:10:48.494683+00:00
Deal Marketing,property development,,"(92 21) 34124458, 34124459, UAN : (92 21) 111-274-723","#731,7th Floor,Mashriq Centre,Block-14,Gulshan-e-Iqbal,Near Civic Centre, Karachi",https://www.businesslist.pk/company/183210/deal-marketing,businesslist_pk,scrapy,property-development,2026-08-21T20:10:50.681036+00:00
Rafiq Shafiq Associates,property development,,0616773792,"Property # 3, Hometex Export Zone , Near Ansari Chowk Multan, Multan, Punjab",https://www.businesslist.pk/company/243776/rafiq-shafiq-associates,businesslist_pk,scrapy,property-development,2026-08-21T20:10:52.160568+00:00
Arkaa Consultants,property development,,03111127522,"Latif Center, Office # 7 5th, 3 Main Boulevard Gulberg, Lahore, 54500, Lahore, Punjab",https://www.businesslist.pk/company/253635/arkaa-consultants,businesslist_pk,scrapy,property-development,2026-08-21T20:10:53.886095+00:00
Sapphire Corporation (R),property development,,+ 92-41-24-11-111,"1086 Factory Area, P.O. Box: 78080, Faisalabad, Punjab",https://www.businesslist.pk/company/223391/sapphire-corporation-r,businesslist_pk,scrapy,property-development,2026-08-21T20:10:55.537673+00:00
A.a. Quality Builders &amp; Surveyors,property development,,"(92 21) 34533881, 34533883","C-6,Block-7,Gulshan-e-Iqbal, Karachi",https://www.businesslist.pk/company/183193/aa-quality-builderssurveyors,businesslist_pk,scrapy,property-development,2026-08-21T20:10:57.240745+00:00
neweraexperts,property development,,0418503570,"office no 125 first floor, center point kohinoor city, jaranwala road , Faisalabad, Punjab",https://www.businesslist.pk/company/247335/neweraexperts,businesslist_pk,scrapy,property-development,2026-08-21T20:10:59.302486+00:00
Pelican Enterprises(Pvt.)Limited,property development,,+92(331)4991717,"H#22,Cheema Town,Gulberg Road,, Bahawalpur, Punjab",https://www.businesslist.pk/company/244585/pelican-enterprisespvtlimited,businesslist_pk,scrapy,property-development,2026-08-21T20:11:00.274448+00:00
Blue Chip Builders,property development,,(92 21) 34823606,"Suite #3, A-5, Osif Arcade, Block 15, Near Pia Planetanium, Gulshan-e-iqbal, Karachi",https://www.businesslist.pk/company/236169/blue-chip-builders,businesslist_pk,scrapy,property-development,2026-08-21T20:11:01.972918+00:00
Emaar Pakistan,property development,,"(92 21) 8003622, +92512098311","Crescent Bay,DHA Phase-III, Karachi",https://www.businesslist.pk/company/183213/emaar-pakistan,businesslist_pk,scrapy,property-development,2026-08-21T20:11:03.332455+00:00
Lahore DHA Property,property development,,03244864171,"DHA Lahore, Lahore, Punjab",https://www.businesslist.pk/company/244730/lahore-dha-property,businesslist_pk,scrapy,property-development,2026-08-21T20:11:05.386476+00:00
Aden Builders &amp; Developers,property development,,"(92 21) 32003954, 32003956, UAN : (92 21) 111-236-111","#1,SB-39,Provisional Trade Ctr,Opp.Bait-ul-Mukarram Masjid,Gulshan-e-Iqbal, Karachi",https://www.businesslist.pk/company/183197/aden-buildersdevelopers,businesslist_pk,scrapy,property-development,2026-08-21T20:11:07.418015+00:00
Mazyood Giga International Construction CO,property development,,"(92 21) 34131000, 34131004","39/3, Hussaini Coop. H. Society, Alamgir Road, Karachi",https://www.businesslist.pk/company/236188/mazyood-giga-international-construction-co,businesslist_pk,scrapy,property-development,2026-08-21T20:11:09.653299+00:00
AH Electrical Assesiries,property development,,03070401390,"Gulistan colony, Faisalabad, Punjab",https://www.businesslist.pk/company/244640/ah-electrical-assesiries,businesslist_pk,scrapy,property-development,2026-08-21T20:11:11.495661+00:00
Uffaq Multi Service / Builder,property development,,,"Office No.10 A Satlite Shoping Center Satlie Town Rawalpindi, Rawalpindi, Punjab",https://www.businesslist.pk/company/242474/uffaq-multi-service-builder,businesslist_pk,scrapy,property-development,2026-08-21T20:11:13.327843+00:00
Alwassay-ul-badi (pvt) Ltd.,property development,,"(92 51) 4430815, 4430816","Plot #64,Street-3,Sec. #I/10-3,Steel Fabricators Workshops,Industrial Area, Islamabad",https://www.businesslist.pk/company/181940/alwassay-ul-badi-pvt-ltd,businesslist_pk,scrapy,property-development,2026-08-21T20:11:15.341996+00:00
Estate Craft Marketing,property development,,+92 3232 4444 66,"Punjab, Lahore",https://www.businesslist.pk/company/256250/estate-craft-marketing,businesslist_pk,scrapy,property-development,2026-08-21T20:11:17.387674+00:00
TopCity-1,property development,,+92-(0)51-111-169-000,"Islamabad, Islamabad",https://www.businesslist.pk/company/257099/topcity-1,businesslist_pk,scrapy,property-development,2026-08-21T20:11:18.781344+00:00
Alpine Construction CO,property development,,"(92 21) 34028811, 34028822","328-c, Block-10, Gulistan-e-jauhar, Karachi",https://www.businesslist.pk/company/236167/alpine-construction-co,businesslist_pk,scrapy,property-development,2026-08-21T20:11:20.633436+00:00
LeadsEstates,realtors,,+92 321 409 9888,"A-90, Broadway commercial Phase VIII (Phase 8) D.H.A Lahore Cant Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/249155/leadsestates,businesslist_pk,scrapy,realtors,2026-08-21T20:11:21.616285+00:00
Habib Construction Services (Pvt) Limited,realtors,http://hcs.com.pk,(042) 111 123 427,"15-A Main, Canal Rd, Block G 1 Phase 1 Johar Town, Lahore, Punjab 54782, Lahore",https://www.businesslist.pk/company/256883/habib-construction-services-pvt-limited,businesslist_pk,scrapy,realtors,2026-08-21T20:11:23.846311+00:00
4 Star Real Estate,realtors,https://4starrealestate.com/,+92544634444,"G.T Road Dina, Jhelum, Punjab",https://www.businesslist.pk/company/253264/4-star-real-estate,businesslist_pk,scrapy,realtors,2026-08-21T20:11:25.541008+00:00
Horizon properties,realtors,,0300-8245922,"Suite No 1102- 11th Floor, Dominion Business Center-1,Bahria town karachi 75340, Karachi, Sindh",https://www.businesslist.pk/company/252423/horizon-properties,businesslist_pk,scrapy,realtors,2026-08-21T20:11:27.641866+00:00
Housify Properties,realtors,https://housifyproperties.com,+922134656631,"Shop # 5, Malik Residency, Malik Commercial Road, Gulshan-e-Waseem Sector 16 A Buffer Zone, Karachi, Karachi City, Sindh 75300, Karachi",https://www.businesslist.pk/company/255636/housify-properties,businesslist_pk,scrapy,realtors,2026-08-21T20:11:29.804069+00:00
Aura Properties,realtors,https://www.aurabizz.com,+92311333765,"3rd Floor Office No.1, Al Asghar Plaza, 1 Jinnah Ave, Blue Area, Islamabad",https://www.businesslist.pk/company/254835/aura-properties,businesslist_pk,scrapy,realtors,2026-08-21T20:11:31.732389+00:00
Dolce,realtors,,+923208288999,"Legacy Commercial, Street 2, Karachi, 75340, Karachi, Sindh",https://www.businesslist.pk/company/252795/dolce,businesslist_pk,scrapy,realtors,2026-08-21T20:11:33.324261+00:00
Ali saqlain,realtors,https://www.alisaqlain.com/,03048477092,"25-26/A Sector C Commercial Area Bahria Town Lahore., Lahore, Punjab",https://www.businesslist.pk/company/252093/ali-saqlain,businesslist_pk,scrapy,realtors,2026-08-21T20:11:35.077423+00:00
CoastWay Gwadar,realtors,,35880733,"Phase-2 Ext، 9-C 24th Commercial St, Phase 2 Commercial Area Defence Housing Authority, Karachi,, Karachi, Sindh",https://www.businesslist.pk/company/250958/coastway-gwadar,businesslist_pk,scrapy,realtors,2026-08-21T20:11:37.379263+00:00
Hur Developer,realtors,,37583751,"Bahira orchard lahore, Lahore, Punjab",https://www.businesslist.pk/company/251979/hur-developer,businesslist_pk,scrapy,realtors,2026-08-21T20:11:39.111654+00:00
Renaissance group,realtors,,0347 8856898,"Plot 66, Ahmed Block Garden Town, Lahore, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/252998/renaissance-group,businesslist_pk,scrapy,realtors,2026-08-21T20:11:41.080239+00:00
Sawa Builders,realtors,https://sawa-builders.com,92 321 222 6998,"Bahria Town Karachi, Pakistan, Karachi, Sindh",https://www.businesslist.pk/company/253752/sawa-builders,businesslist_pk,scrapy,realtors,2026-08-21T20:11:43.309707+00:00
Riseup Int Estate and Builders (SMC-PVT)LTD,realtors,,03325652291,"office 1, first floor, sector j, dha 2 islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249527/riseup-int-estate-and-builders-smc-pvtltd,businesslist_pk,scrapy,realtors,2026-08-21T20:11:45.567621+00:00
Mimar Sinan Architect &amp; Contractor Company,realtors,http://www.msabcco.weebly.com,"0512229714, (+92) 300 511 2990","G-01, Fatima Shopping Plaza, D-17 Markaz, D-17, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/242647/mimar-sinan-architect-contractor-company,businesslist_pk,scrapy,realtors,2026-08-21T20:11:47.563091+00:00
Anzo Marketing,realtors,https://anzomarketing.com/,+92 331 1111 080,"Office #501, 5th Floor, Buland Markaz, Plot 33-W Jinnah Ave, near D-Chowk, Block A G 6/3 Blue Area, Islamabad, Islamabad Capital Territory 44010, Islamabad",https://www.businesslist.pk/company/255946/anzo-marketing,businesslist_pk,scrapy,realtors,2026-08-21T20:11:48.848680+00:00
Pakistan Properties,realtors,,+92 321/300 8484862,"55 K CCA DHA Phase 1, Lahore Pakistan, Punjab",https://www.businesslist.pk/company/252103/pakistan-properties,businesslist_pk,scrapy,realtors,2026-08-21T20:11:50.885875+00:00
Flowtronix (Pvt) Ltd.,construction services,http://www.flowtronix.com.pk,+9235215611,"101/S, Quaid-e-Azam Industrial Estate, Kot Lakhpat, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/244976/flowtronix-pvt-ltd,businesslist_pk,scrapy,construction-services,2026-08-21T20:11:52.692820+00:00
Advance Engineering Pvt. Ltd,construction services,http://www.advanceengineering.pk/,Phone: +92 51 493 8227,"Office No. 13, 2nd Floor, Executive Center, I-8 Markaz, Islamabad Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/242894/advance-engineering-pvt-ltd,businesslist_pk,scrapy,construction-services,2026-08-21T20:11:54.686132+00:00
Pak Machinery,construction services,http://www.pakmachinery.com,+923332283898,"33, 34 Gomal Highway Trade Center, Karachi, Sindh",https://www.businesslist.pk/company/247776/pak-machinery,businesslist_pk,scrapy,construction-services,2026-08-21T20:11:56.117229+00:00
Winds International,construction services,https://www.windsinternational.com,"+924235690913,14,15,16","2nd floor 161-H block commercial area phase 1 DHA lahore, Lahore, Punjab",https://www.businesslist.pk/company/242501/winds-international,businesslist_pk,scrapy,construction-services,2026-08-21T20:11:58.090733+00:00
Brisk International (Pvt) Ltd.,construction services,http://www.brisk.com.pk,"03035677648, +92 300 8100 979","H# 421 St 9 Phase 5 Bahria Town Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/241167/brisk-international-pvt-ltd,businesslist_pk,scrapy,construction-services,2026-08-21T20:11:59.248677+00:00
Naksha.com.pk,construction services,http://www.naksha.com.pk,03227034353,"Bolan Block,DC Colony Cantt Gujranwala, Gujranwala, Punjab",https://www.businesslist.pk/company/252467/nakshacompk,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:01.486843+00:00
Almusawir Group,construction services,,0812864488,"Off No:1, Commercial, Chaman Housing Scheme, Near VIP Bakery, Quetta., Quetta, Balochistan",https://www.businesslist.pk/company/245940/almusawir-group,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:03.152242+00:00
ADCS | architectural design consultancy services,construction services,http://www.adcs.pk/,0313 8491849,"2nd Floor, 314-MB, Sector B DHA Phase 6, Lahore, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/254074/adcsarchitectural-design-consultancy-services,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:04.703949+00:00
ArcsNinterior,construction services,http://www.arcsninterior.com,03342634491,"Office # 1, Sector # Z-4, Sub Sector # 3,Gulshan-e-Maymar, Karachi, Sindh",https://www.businesslist.pk/company/247380/arcsninterior,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:06.083183+00:00
Glorious Builders,construction services,https://www.gloriousbuilders.com/,+923239999450,"263 J - block Valencia Town - Lahore, Lahore, Punjab",https://www.businesslist.pk/company/251955/glorious-builders,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:07.973878+00:00
Material Provider,construction services,http://materialprovider.com,0427862166,"203/A, Gulmohar Block, Sector C, Bahria Town Lahore, Lahore, Punjab",https://www.businesslist.pk/company/249827/material-provider,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:09.899183+00:00
Unique pools and maintenance co.,construction services,http://www.uniquepools.com,03082882852,"Unnamed Road, D.H.A Phase II Extension Phase 2 Commercial Area Defence Housing Authority, Karachi, Karachi City, Sindh 75500, Karachi, Sindh",https://www.businesslist.pk/company/247996/unique-pools-and-maintenance-co,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:11.994575+00:00
Shaheen Services (pvt) Ltd.,construction services,http://www.shaheen-services.com,"(92 21) 34961086, 34976655","C-14,Block-5,Gulshan-e-Iqbal, Karachi",https://www.businesslist.pk/company/183578/shaheen-services-pvt-ltd,businesslist_pk,scrapy,construction-services,2026-08-21T20:12:13.983666+00:00
Protocalz Group,property development,,03343256754,"R-10 Sectore ground floor 15-B Buffer zone , Karachi, Sindh",https://www.businesslist.pk/company/244342/protocalz-group,businesslist_pk,scrapy,property-development,2026-08-21T20:12:16.153129+00:00
SparkSmart City,property development,,03154441479,"Spark smart city is Located on Motorway (M2) with close access with new Islamabad International Airport and twins Cities., Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/254282/sparksmart-city,businesslist_pk,scrapy,property-development,2026-08-21T20:12:18.298465+00:00
Nasar Estate,property development,http://nasarestate.com,03004974631,"Wapda Town Lahore, Lahore, Punjab",https://www.businesslist.pk/company/244993/nasar-estate,businesslist_pk,scrapy,property-development,2026-08-21T20:12:19.383784+00:00
Novel Ideas,property development,,+92 -51-2355028,"Islamabad, Islamabad",https://www.businesslist.pk/company/257037/novel-ideas,businesslist_pk,scrapy,property-development,2026-08-21T20:12:20.752523+00:00
Trust Modaraba,property development,http://www.trustmodaraba.com,+(92-21)35876651-52,"104-106 Kassam Court,BC-9, Block 5 Clifton, Karachi, Karachi",https://www.businesslist.pk/company/257209/trust-modaraba,businesslist_pk,scrapy,property-development,2026-08-21T20:12:22.542009+00:00
ImlakOnline.com,property development,,0300 9709109,"DHA 2 Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249224/imlakonlinecom,businesslist_pk,scrapy,property-development,2026-08-21T20:12:24.453179+00:00
DHA Islamabad Rawalpindi,property development,,+92-51-111-555-400,"Islamabad, Islamabad",https://www.businesslist.pk/company/256962/dha-islamabad-rawalpindi,businesslist_pk,scrapy,property-development,2026-08-21T20:12:26.223941+00:00
DAO PropTech,property development,,+92 3143267767,"Islamabad, Islamabad",https://www.businesslist.pk/company/255292/dao-proptech,businesslist_pk,scrapy,property-development,2026-08-21T20:12:28.298236+00:00
Smart Properties Consultant,property development,,0092-3315278957,"Karachi, Karachi, Sindh",https://www.businesslist.pk/company/245695/smart-properties-consultant,businesslist_pk,scrapy,property-development,2026-08-21T20:12:29.563606+00:00
ZM Groups,property development,,03217333352,"DHA Phase 2,6,S Commercial Area Near Attock Pump, Ghazi Road Lahore., Lahore, Punjab",https://www.businesslist.pk/company/247206/zm-groups,businesslist_pk,scrapy,property-development,2026-08-21T20:12:31.153310+00:00
Azad Boring &amp; Drilling,property development,,03004607285,"Mughalpura, Lahore, Paksitan, Lahore, Punjab",https://www.businesslist.pk/company/248239/azad-boringdrilling,businesslist_pk,scrapy,property-development,2026-08-21T20:12:33.382119+00:00
Softsys Private Limited,property development,http://www.softsys.com.pk,92-51-2820751,"4th Floor, ATS Centre, Fazal-e-Haq Road, Blue Area, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/222260/softsys-private-limited,businesslist_pk,scrapy,property-development,2026-08-21T20:12:35.196566+00:00
Jumani Group of Companies (pvt) Ltd.,property development,https://jumanigroup.com/,"(92 21) 34931020, 34937809, +92 21 35250131-5","Jumani Arcade, Plot No.ST-10/D, Block-14, University Road Karachi, Karachi",https://www.businesslist.pk/company/144001/jumani-group-of-companies-pvt-ltd,businesslist_pk,scrapy,property-development,2026-08-21T20:12:37.417434+00:00
Creative Garden solutions,property development,,"0333-2189847, 0300-2613601","Plot No. 16-C, Main Kh-Ittehad, DHA Karachi, Karachi, Sindh",https://www.businesslist.pk/company/197529/creative-garden-solutions,businesslist_pk,scrapy,property-development,2026-08-21T20:12:38.753654+00:00
Sardar And Co.,property development,,051-4575375-6,"Ares Tower shamsabad Muree Road, Rawalpindi, Punjab",https://www.businesslist.pk/company/241975/sardar-and-co,businesslist_pk,scrapy,property-development,2026-08-21T20:12:40.641371+00:00
Chapal Builders,property development,https://www.chapals.com/,+9221111242725,"SB-10, University Road, Block 13-B, Gulshan-e-Iqbal, Karachi, Sindh",https://www.businesslist.pk/company/243124/chapal-builders,businesslist_pk,scrapy,property-development,2026-08-21T20:12:42.544250+00:00
Bahria Town Phase 8 Rawalpindi,realtors,https://www.bahriatownphase8.com/,0318 5000318,"53 Street 3, Sector F Phase 8 Bahria Town, Rawalpindi, Punjab",https://www.businesslist.pk/company/253796/bahria-town-phase-8-rawalpindi,businesslist_pk,scrapy,realtors,2026-08-21T20:12:44.838772+00:00
The Life Residencia,realtors,https://thelife.com.pk/,051111543311,"Plot# 01, Mohri Khatraan, Fateh Jang Road, Rawalpindi – Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/253964/the-life-residencia,businesslist_pk,scrapy,realtors,2026-08-21T20:12:46.051419+00:00
Tajarat Properties,realtors,https://tajarat.com.pk,+92 0332 199 9552,"JRP9+P88, Block H AWT D-18, Islamabad, Rawalpindi, Punjab, Islamabad",https://www.businesslist.pk/company/255719/tajarat-properties,businesslist_pk,scrapy,realtors,2026-08-21T20:12:48.052366+00:00
US Builders &amp; Consultants,realtors,http://usgroupofcompaniespk.com/,+923041114414,"Office No 2-B ,Second Floor, Paris plaza, Plot No 38, F-11 Markaz Islamabad  Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/255102/us-buildersconsultants,businesslist_pk,scrapy,realtors,2026-08-21T20:12:49.741507+00:00
Leadsestates,realtors,,"+92 320 8412227, +92 300-8422212","A-90 Broadway Commercial Phase-8, DHA, Lahore, Punjab",https://www.businesslist.pk/company/244212/leadsestates,businesslist_pk,scrapy,realtors,2026-08-21T20:12:50.994516+00:00
SensViz,realtors,https://sensviz.com,+92-3134681527,"976-C Maulana Shaukat Ali Rd, Block C Faisal Town, Lahore, Punjab 54700, Lahore",https://www.businesslist.pk/company/255513/sensviz,businesslist_pk,scrapy,realtors,2026-08-21T20:12:52.655109+00:00
Al-Baraka Estate,realtors,,+923218417766,"118 CCA, Phase 4, DHA, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/249495/al-baraka-estate,businesslist_pk,scrapy,realtors,2026-08-21T20:12:54.001925+00:00
Wirasat,realtors,https://wirasat.com/,+92 304 1111 618,"Office No. 33 , Third Floor Al-Ghaffar Mall, G-11 Markaz Islamabad, 44000, Islamabad",https://www.businesslist.pk/company/258091/wirasat,businesslist_pk,scrapy,realtors,2026-08-21T20:12:56.063382+00:00
