company_name,category,website,email,all_emails,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at
IT Solutions India Private Limited,Software company,https://www.itsipl.com/?utm_source=DelhiSEO&utm_medium=DelhiSEO&utm_campaign=DelhiSEO,contact@mysite.com,contact@mysite.com; jasbeer.singh@itsipl.com; sales@itsipl.com,+91 98150 99225,"D-88/5, Pocket D, Okhla Phase I, Okhla Industrial Estate, New Delhi, Delhi 110020, India",https://www.linkedin.com/company/i-t-solutions-india-pvt-ltd/,,,4.2,43,,,,IT services companies in Delhi,https://www.google.com/maps/place/IT+Solutions+India+Private+Limited/data=!4m7!3m6!1s0x390ce1597b5509e5:0xfd8209b937b44d3c!8m2!3d28.520146!4d77.280431!16s%2Fg%2F1tgp8n9y!19sChIJ5QlVe1nhDDkRPE20N7kJgv0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T20:43:19.290Z
DataSlexIndia | On-Demand Software Development Company,Software company,https://dataslexindia.com/,info@dataslexindia.com,info@dataslexindia.com,+91 11 2484 5172,"210,211,212 BMC House, N1, Middle Cir, Connaught Place, New Delhi, Delhi 110001, India",,,,4.8,13,,,,IT services companies in Delhi,https://www.google.com/maps/place/DataSlexIndia+%7C+On-Demand+Software+Development+Company/data=!4m7!3m6!1s0x390cfd36664c4e63:0xcce34350707b204e!8m2!3d28.63057!4d77.219826!16s%2Fg%2F11fnnflwyk!19sChIJY05MZjb9DDkRTiB7cFBD48w?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T20:43:19.290Z
HSBC Software Development (India) Private Limited,Software company,http://hsbc.co.in/,nriservicesdubai@hsbc.com,nriservicesdubai@hsbc.com; responsefornotices.inm@hsbc.co.in,,"Bajaj Insurance House, 2, Airport Rd, Jayprakash Nagar, Yerawada, Pune, Maharashtra 411006, India",,https://www.facebook.com/HSBCIndia/,https://instagram.com/hsbc_in/,4.6,240,,,,software companies in Pune,https://www.google.com/maps/place/HSBC+Software+Development+%28India%29+Private+Limited/data=!4m7!3m6!1s0x3bc2c11e144b57b3:0x47629c237c3254bb!8m2!3d18.5513954!4d73.8902265!16s%2Fg%2F11pkb7ffc_!19sChIJs1dLFB7BwjsRu1QyfCOcYkc?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T20:44:33.976Z
MOR Software JSC - Top Software Development Outsourcing Company,Software company,https://morsoftware.com/,contact@morsoftware.com,contact@morsoftware.com; business@morsoftware.com; u003econtact@morsoftware.com,+84 869 738 833,"Roman plaza, P. Tố Hữu, Phường, Hà Đông, Hà Nội 100000, Vietnam",,,,4.9,35,,,,software development companies in Hanoi,https://www.google.com/maps/place/MOR+Software+JSC+-+Top+Software+Development+Outsourcing+Company/data=!4m7!3m6!1s0x3134535b8f8021d5:0xc456c9b7a96b6dd7!8m2!3d20.9858579!4d105.7770584!16s%2Fg%2F11plrr5_y1!19sChIJ1SGAj1tTNDER121rqbfJVsQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T20:52:47.852Z
"Got It, Inc. Vietnam",Software company,https://vn.got-it.ai/,vnteam@got-it.ai,vnteam@got-it.ai,+84 24 3232 1448,"249A Đ. Thụy Khuê, Tây Hồ, Hà Nội 10000, Vietnam",https://www.linkedin.com/company/gotitvietnam/,https://www.facebook.com/gotitvietnam,https://www.instagram.com/lifeatgotit/,4.5,13,,,,software development companies in Hanoi,"https://www.google.com/maps/place/Got+It,+Inc.+Vietnam/data=!4m7!3m6!1s0x3135abc3d45e8fc7:0xebd5b22590cc5f10!8m2!3d21.0431464!4d105.8162285!16s%2Fg%2F11fhkgq_k9!19sChIJx49e1MOrNTEREF_MkCWy1es?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,67,B,2026-08-01T20:52:47.852Z
PT Binmile Teknologi Indonesia | Software Development Company,Software company,https://binmile.com/,business@binmile.com,business@binmile.com,,"Equity Tower 26th Floor, Unit H, JI. Jendral Sudirman Jl. Scbd No.53 Kav 52, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Sumatera Selatan 12190, Indonesia",https://in.linkedin.com/company/binmile/,https://www.facebook.com/binmiletechnologies/,https://www.instagram.com/binmile/,5.0,2,251 to 1000,$26 - $50,$10001 - $25000,software companies in Jakarta,https://www.google.com/maps/place/PT+Binmile+Teknologi+Indonesia+%7C+Software+Development+Company/data=!4m7!3m6!1s0x118c5fc0cfd871b:0xb861f3b2cec3b867!8m2!3d-6.2277926!4d106.8083015!16s%2Fg%2F11tp0rks8n!19sChIJG4f9DPzFGAERZ7jDzrLzYbg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T20:53:28.163Z
Nimble,Software company,https://nimblehq.co/,hello@nimblehq.co,hello@nimblehq.co,+66 2 258 3649,"399 Interchange 21, Sukhumvit Road, 24th Floor, Room 2402-03, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",https://www.linkedin.com/company/nimblehq,https://www.facebook.com/nimblehq,https://www.instagram.com/nimble_hq,4.6,12,,,,software companies in Bangkok,https://www.google.com/maps/place/Nimble/data=!4m7!3m6!1s0x30e29f8d66d08563:0x9400f3eab16679f2!8m2!3d13.7366558!4d100.5616931!16s%2Fg%2F11fhwdp4p2!19sChIJY4XQZo2f4jAR8nlmserzAJQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T20:54:46.193Z
"SMTECH-THAI CO., LTD",Software company,https://www.smtechglobal.com/,info@smtechglobal.com,info@smtechglobal.com; info@smtechthai.com,+66 2 180 6103,"159 Serm-Mit Tower 23 rd. Floor Sukhumvit 21 Road Klongtoey Noey Wttana, Bangkok 10110, Thailand",,,,5.0,3,,,,IT companies in Bangkok,"https://www.google.com/maps/place/SMTECH-THAI+CO.,+LTD/data=!4m7!3m6!1s0x30e29fde5f802005:0xff5a7876d23fcc1c!8m2!3d13.7410818!4d100.5616384!16s%2Fg%2F11mw3lh618!19sChIJBSCAX96f4jARHMw_0nZ4Wv8?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,67,B,2026-08-01T20:55:24.978Z
Taimos Technologies,Software company,https://taimostechnologies.co.ke/,info@taimostechnologies.co.ke,info@taimostechnologies.co.ke,+254 743 483032,"Saachi plaza, Argwings Kodhek Rd, Nairobi, Kenya",,,,5.0,14,,,,software companies in Nairobi,https://www.google.com/maps/place/Taimos+Technologies/data=!4m7!3m6!1s0x182f1b006607b695:0x6ccc7b98015f3cb5!8m2!3d-1.2924959!4d36.7911285!16s%2Fg%2F11yrzrsyy5!19sChIJlbYHZgAbLxgRtTxfAZh7zGw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T20:59:56.202Z
Haefele Software,Software company,http://www.haefelesoftware.com/,info@haefelesoftware.com,info@haefelesoftware.com,+27 21 802 3181,"Willowbridge Centre, Carl Cronje Dr, Tygervalley, Cape Town, 7530, South Africa",https://www.linkedin.com/company/haefele-software/,https://facebook.com/haefelesoftware,https://instagram.com/haefelesoftware,4.6,17,,,,software companies in Cape Town,https://www.google.com/maps/place/Haefele+Software/data=!4m7!3m6!1s0x1dcc5c10c666be59:0x6b5a9712caa06335!8m2!3d-33.8817875!4d18.6304386!16s%2Fg%2F11xrb24ys!19sChIJWb5mxhBczB0RNWOgyhKXWms?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:01:10.253Z
Fusion Software,Software company,http://www.fusionsoftware.co.za/,info@fusionsoftware.co.za,info@fusionsoftware.co.za,+27 86 138 7466,"125 Jan Smuts Ave, Parkwood, Johannesburg, 2193, South Africa",https://www.linkedin.com/company/fusion-software/,https://www.facebook.com/fusionsoftwareSA,https://www.instagram.com/fusionsoftware/,4.5,15,,,,IT companies in Johannesburg,https://www.google.com/maps/place/Fusion+Software/data=!4m7!3m6!1s0x1e950b4a450274d5:0x74f25efd61ce34d9!8m2!3d-26.1534883!4d28.0329604!16s%2Fg%2F1w2j4ph_!19sChIJ1XQCRUoLlR4R2TTOYf1e8nQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:01:47.341Z
Zentech IT Solutions Limited,Software company,https://www.zentechgh.com/,info@zentechgh.com,info@zentechgh.com,+233 30 226 8650,"No 7 Oshimpa Lake, Accra, Ghana",https://www.linkedin.com/company-beta/2902439/,https://www.facebook.com/ZentechGhana,,4.6,12,,,,tech companies in Accra,https://www.google.com/maps/place/Zentech+IT+Solutions+Limited/data=!4m7!3m6!1s0xfdf99cdb5fa71ed:0xb3b2a6e0bbcfb687!8m2!3d5.5897671!4d-0.2317812!16s%2Fg%2F11h1hnhqtx!19sChIJ7XH6tc2Z3w8Rh7bPu-CmsrM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:03:02.081Z
Mercury,Software company,http://mercurystartups.com/,service@mercurystartups.com,service@mercurystartups.com,(650) 800-7701,"870 E Charleston Rd #210, Palo Alto, CA 94303",https://www.linkedin.com/in/louis-borders-079ba51/,,,5.0,1,,,,tech startups in Silicon Valley,https://www.google.com/maps/place/Mercury/data=!4m7!3m6!1s0x808fba124c962057:0xb3fe6d39490c0b71!8m2!3d37.421607!4d-122.1026221!16s%2Fg%2F11d_c12krp!19sChIJVyCWTBK6j4ARcQsMSTlt_rM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:04:20.406Z
Prodigal,Software company,https://www.prodigaltech.com/,support@prodigaltech.com,support@prodigaltech.com,(650) 802-7795,"655 Castro St Ste 2, Mountain View, CA 94041",https://in.linkedin.com/company/prodigaltech,,,5.0,2,,,,tech startups in Silicon Valley,https://www.google.com/maps/place/Prodigal/data=!4m7!3m6!1s0x808fb7bc69e515d9:0x153fe9676eb3551f!8m2!3d37.3878425!4d-122.0823048!16s%2Fg%2F11j8t9jk2x!19sChIJ2RXlaby3j4ARH1WzbmfpPxU?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:04:20.406Z
New York Software Developers,Software company,http://www.newyorksoftwaredevelopers.com/,hello@newyorksoftwaredevelopers.com,hello@newyorksoftwaredevelopers.com,(212) 221-1348,"80 Broad St #500, New York, NY 10004",https://www.linkedin.com/company/new-york-software-developers/,https://www.facebook.com/NYSoftwareDevelopers,,4.5,11,,,,software development companies in New York,https://www.google.com/maps/place/New+York+Software+Developers/data=!4m7!3m6!1s0x89c258b005eb0b2f:0x3856a181a2fa0aa3!8m2!3d40.7043392!4d-74.0117909!16s%2Fg%2F11byydyw9k!19sChIJLwvrBbBYwokRowr6ooGhVjg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:06:24.169Z
Clear Launch,Software company,https://www.clearlaunch.com/,info@clearlaunch.com,info@clearlaunch.com; info@clear-launch.com; info@clearlaunch.comphone,(512) 270-3976,"8900 Shoal Creek Blvd #127, Austin, TX 78757",,,,5.0,20,,,,tech companies in Austin Texas,https://www.google.com/maps/place/Clear+Launch/data=!4m7!3m6!1s0x8644cb9ba42fb2a1:0x2f384db179bbc554!8m2!3d30.3762354!4d-97.7346132!16s%2Fg%2F11cly9flw1!19sChIJobIvpJvLRIYRVMW7ebFNOC8?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:07:45.308Z
"Aurigo Software Technologies, Inc.",Software company,http://www.aurigo.com/,sales@aurigo.com,sales@aurigo.com,(512) 212-4999,"8310-2 N Capital of Texas Highway Prominent Pointe II, #100, Austin, TX 78731",https://www.linkedin.com/company/aurigo-software-technologies,https://www.facebook.com/AurigoMasterworks/,https://www.instagram.com/aurigosoftware,4.5,12,,,,tech companies in Austin Texas,"https://www.google.com/maps/place/Aurigo+Software+Technologies,+Inc./data=!4m7!3m6!1s0x8644cd27ba466d9f:0x731e00edb5e105cf!8m2!3d30.3862283!4d-97.7686868!16s%2Fg%2F1ptwlqbtm!19sChIJn21GuifNRIYRzwXhte0AHnM?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,67,B,2026-08-01T21:07:45.308Z
"Hubbard Street Technology | IT Support and Managed IT Services Company in Chicago, IL",Computer support and services,https://www.hubbardstreettech.com/?utm_source=gbp&utm_medium=gbp&utm_campaign=gbp_organic,info@hubbardit.com,info@hubbardit.com; info@hubbard.com,(312) 471-0665,"77 W Washington St #1705, Chicago, IL 60602",,,,5.0,21,,,,IT companies in Chicago,"https://www.google.com/maps/place/Hubbard+Street+Technology+%7C+IT+Support+and+Managed+IT+Services+Company+in+Chicago,+IL/data=!4m7!3m6!1s0x880e2dedf4e41b05:0x8c129674f33af7d1!8m2!3d41.8828727!4d-87.6306191!16s%2Fg%2F11krkx7ly4!19sChIJBRvk9O0tDogR0fc683SWEow?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,67,B,2026-08-01T21:09:05.855Z
SITE Technologies,Software company,https://www.sitetechnologies.io/,info@sitetechnologies.io,info@sitetechnologies.io,(760) 636-2695,"625 W Adams St, Chicago, IL 60661",https://www.linkedin.com/company/sitetechnologies/,,,5.0,3,,,,IT companies in Chicago,https://www.google.com/maps/place/SITE+Technologies/data=!4m7!3m6!1s0x880e2d1a41c7582d:0x5b3e4b3f328f9818!8m2!3d41.8789815!4d-87.6435717!16s%2Fg%2F11fn1cn_95!19sChIJLVjHQRotDogRGJiPMj9LPls?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:09:05.855Z
1upHealth,Software company,http://1up.health/,austin@wendigojones.com,austin@wendigojones.com,(888) 344-7187,"280 Summer St FLR 7, Boston, MA 02210",https://www.linkedin.com/company/1uphealth/,,,5.0,1,,,,tech startups in Boston,https://www.google.com/maps/place/1upHealth/data=!4m7!3m6!1s0x89e3712c82574f15:0x843511ea0516dfd4!8m2!3d42.3503111!4d-71.0497303!16s%2Fg%2F11j7z1czp1!19sChIJFU9Xgixx44kR1N8WBeoRNYQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:09:45.608Z
Everlution Software Ltd.,Software company,http://www.everlution.com/,hello@everlution.com,hello@everlution.com,+44 20 3117 0610,"6-8 Cole St, London SE1 4YH, United Kingdom",https://www.linkedin.com/company/everlution-software,,,5.0,2,,,,software companies in London,https://www.google.com/maps/place/Everlution+Software+Ltd./data=!4m7!3m6!1s0x48760358ae6d2b7b:0xfddb99aec3d1d81b!8m2!3d51.49958!4d-0.093236!16s%2Fg%2F1v41zyd6!19sChIJeyttrlgDdkgRG9jRw66Z2_0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:11:07.160Z
First Source Technologies LTD,Software company,https://firstsourcetechnologies.co.uk/,regd.emailsupport@firstsourcetechnologies.co.uk,regd.emailsupport@firstsourcetechnologies.co.uk; support@firstsourcetechnologies.co.uk,+44 333 006 3919,"27 Old Gloucester St, London WC1B 5AA, United Kingdom",,,,5.0,23,,,,IT companies in London,https://www.google.com/maps/place/First+Source+Technologies+LTD/data=!4m7!3m6!1s0x48761bdcbb3c09d7:0xd1a160e9f8625f35!8m2!3d51.5206343!4d-0.1222098!16s%2Fg%2F11kx5d0nc5!19sChIJ1wk8u9wbdkgRNV9i-OlgodE?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:11:45.466Z
Berlin Space Technologies,Corporate office,http://www.berlin-space-tech.com/,info@berlin-space-tech.com,info@berlin-space-tech.com,+49 30 609812420,"Max-Planck-Straße 3, 12489 Berlin-Bezirk Treptow-Köpenick, Germany",https://www.linkedin.com/company/berlin-space-technologies-gmbh/,,,5.0,3,,,,tech startups in Berlin,https://www.google.com/maps/place/Berlin+Space+Technologies/data=!4m7!3m6!1s0x47a84631c593c9a7:0x7b7fcc97ab2237b0!8m2!3d52.4285089!4d13.53645!16s%2Fg%2F119wqtdzp!19sChIJp8mTxTFGqEcRsDciq5fMf3s?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:14:53.161Z
Pixida GmbH,Engineering consultant,https://www.pixida.com/,info@pixida.de,info@pixida.de; contact@pixida.com; contato@pixida.com.br,+49 89 380125120,"Marcel-Breuer-Straße 6, 80807 München, Germany",,,,4.9,35,,,,software development companies in Munich,https://www.google.com/maps/place/Pixida+GmbH/data=!4m7!3m6!1s0x479e744c9872dcd3:0x820620cd6cf57fa3!8m2!3d48.1815005!4d11.5973919!16s%2Fg%2F1hm21mpb1!19sChIJ09xymEx0nkcRo3_1bM0gBoI?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:15:30.731Z
codecentric AG,Software company,https://www.codecentric.de/standorte/muenchen?utm_source=google&utm_medium=organic&utm_campaign=gbp_muenchen&utm_content=landingpage_cta,sarah.duerr@codecentric.de,sarah.duerr@codecentric.de; datenschutz@codecentric.de; anfragen@codecentric.de,,"August-Everding-Straße 20, 81671 München, Germany",https://de.linkedin.com/company/codecentric-ag,https://facebook.com/codecentric,https://www.instagram.com/codecentricag/,4.9,20,,,,software development companies in Munich,https://www.google.com/maps/place/codecentric+AG/data=!4m7!3m6!1s0x479e762aeb397653:0xcc03a6ec851e82a7!8m2!3d48.1255165!4d11.6104372!16s%2Fg%2F11cfgyf1b!19sChIJU3Y56yp2nkcRp4IeheymA8w?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:15:30.731Z
Steadforce GmbH,Software company,https://www.steadforce.com/,contact@steadforce.com,contact@steadforce.com,+49 89 517270,"Westendstraße 193, 80686 München-Sendling-Westpark, Germany",https://linkedin.com/company/steadforce/,https://www.facebook.com/steadforce/,https://www.instagram.com/lifeatsteadforce/,4.5,15,,,,software development companies in Munich,https://www.google.com/maps/place/Steadforce+GmbH/data=!4m7!3m6!1s0x479dd8a2142a3d91:0x3960a30a1d49a01e!8m2!3d48.1338976!4d11.5226547!16s%2Fg%2F1tj56rw7!19sChIJkT0qFKLYnUcRHqBJHQqjYDk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:15:30.731Z
Junkies Coder - Custom Mobile App Development Company in Netherlands,Software company,https://www.junkiescoder.com/,info@junkiescoder.com,info@junkiescoder.com,,"Strawinskylaan 1, 1077 XW Amsterdam, Netherlands",https://www.linkedin.com/company/junkiescoder/,https://www.facebook.com/Junkiescoder/,https://www.instagram.com/junkiescoder/,5.0,1,10 - 49,$25 - $49 / hr,"$1,000+",software companies in Amsterdam,https://www.google.com/maps/place/Junkies+Coder+-+Custom+Mobile+App+Development+Company+in+Netherlands/data=!4m7!3m6!1s0x47c60b9bfa875315:0xae9eed9f36070aa6!8m2!3d52.3386!4d4.8733!16s%2Fg%2F11zfvq0j73!19sChIJFVOH-psLxkcRpgoHNp_tnq4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:16:11.037Z
GlobalOrange | Your North Star in Digital Product Development,Software company,https://www.globalorange.nl/,info@globalorange.nl,info@globalorange.nl,+31 20 420 4307,"Haarlemmerstraat 124-E, 1013 EX Amsterdam, Netherlands",https://www.linkedin.com/company/globalorange/,https://www.facebook.com/GlobalOrange,,4.6,15,,,,software companies in Amsterdam,https://www.google.com/maps/place/GlobalOrange+%7C+Your+North+Star+in+Digital+Product+Development/data=!4m7!3m6!1s0x47c609cecd12cd33:0xcce725f0641c6902!8m2!3d52.381052!4d4.8901169!16s%2Fg%2F1tdrdksk!19sChIJM80Szc4JxkcRAmkcZPAl58w?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:16:11.037Z
App-Scoop Solutions | iOS & Android App Development Vancouver,Software company,http://www.app-scoop.com/,info@app-scoop.com,info@app-scoop.com,(800) 392-8188,"470 Granville St Suite 224, Vancouver, BC V6C 1V4, Canada",https://www.linkedin.com/company/10457492/,,,5.0,3,,,,tech startups in Vancouver,https://www.google.com/maps/place/App-Scoop+Solutions+%7C+iOS+%26+Android+App+Development+Vancouver/data=!4m7!3m6!1s0x54867178f981888f:0x16cc956f95b11077!8m2!3d49.2845671!4d-123.1141856!16s%2Fg%2F11c5343k0f!19sChIJj4iB-XhxhlQRdxCxlW-VzBY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:18:10.328Z
Quantolio Financial Technologies,Software company,http://quantolio.com/,sales@quantolio.com,sales@quantolio.com; technology@quantolio.com,+1 438-928-0070,"1250 Rue Guy #600, Montreal, Quebec H3H 2L3, Canada",,,,4.9,34,,,,software companies in Montreal,https://www.google.com/maps/place/Quantolio+Financial+Technologies/data=!4m7!3m6!1s0x4cc919e2b207b8b3:0x23de7eb3c8451050!8m2!3d45.494739!4d-73.5776536!16s%2Fg%2F11g3g4wxg2!19sChIJs7gHsuIZyUwRUBBFyLN-3iM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-01T21:18:48.436Z
Zenveus,software / open source,https://zenveus.com,contact@zenveus.com,contact@zenveus.com,,"Karachi, Pakistan",https://pk.linkedin.com/company/zenveus,https://www.facebook.com/zenveus/,https://www.instagram.com/zenveushq/,5.0,11,10 - 49,$25 - $49 / hr,"$5,000+",Karachi,https://github.com/zenveus,github_orgs,normal_scraper,alive,67,B,2026-08-01T21:20:37.233Z
Whizpool,software / open source,https://www.whizpool.com,contact@whizpool.com,contact@whizpool.com,,Islamabad,https://www.linkedin.com/company/whizpool/,https://www.facebook.com/whizpool/,https://www.instagram.com/whizpool/,5.0,15,10 - 49,$25 - $49 / hr,"$1,000+",Islamabad,https://github.com/whizpool,github_orgs,normal_scraper,alive,67,B,2026-08-01T21:21:08.050Z
MojoTech,software developer,https://www.mojotech.com/,hello@mojotech.com,hello@mojotech.com,,-,https://www.linkedin.com/company/mojotech/,,,5.0,2,,51 to 250,$151 - $200,software-development,https://www.topdevelopers.co/profile/mojotech,topdevelopers,normal_scraper,alive,67,B,2026-08-01T21:29:25.576Z
LeverX,software developer,https://leverx.com/,contact-leverx@leverx.com,contact-leverx@leverx.com,,$5001 - $10000,https://www.linkedin.com/in/jennifer-haslund-nielsen/,,,5.0,1,,1000+,$51 - $100,software-development,https://www.topdevelopers.co/profile/leverx,topdevelopers,normal_scraper,alive,67,B,2026-08-01T21:29:25.576Z
Timspark,software developer,https://timspark.com,marketing@timspark.com,marketing@timspark.com,,$10001 - $25000,https://www.linkedin.com/in/viktoryia-markevich/,,,5.0,2,,51 to 250,$26 - $50,software-development,https://www.topdevelopers.co/profile/timspark,topdevelopers,normal_scraper,alive,67,B,2026-08-01T21:29:25.576Z
RailsFactory,software developer,https://railsfactory.com/,sales@railsfactory.com,sales@railsfactory.com,,"Dubai, United Arab Emirates",https://in.linkedin.com/company/railsfactory,https://www.facebook.com/RailsFactory/,,,,50 - 249,$25 - $49 / hr,"$10,000+",ae/developers,https://clutch.co/profile/railsfactory,clutch,cloak_browser,alive,67,B,2026-08-01T21:30:02.034Z
Set2Close,software developer,https://action.set2close.io/complimentary-revops-strategy-session-hubspot-audit,,,,"kamloops, Canada",https://www.linkedin.com/company/set-2-close/,https://www.facebook.com/Set2Close/,,5.0,102,10 - 49,$200 - $300 / hr,"$5,000+",ca/it-services,https://clutch.co/profile/set2close,clutch,cloak_browser,,67,B,2026-08-01T21:44:28.335Z
HYFATech,software developer,https://www.hyfatech.com/,info@hyfatech.com,info@hyfatech.com,,"Lahore, Pakistan",https://pk.linkedin.com/company/hyfatech,,,5.0,,,,,directory/country/top-software-development-companies/pakistan,https://www.goodfirms.co/company/hyfatech,goodfirms,cloak_browser,alive,67,B,2026-08-01T21:46:26.866Z
Hivekind,software developer,https://hivekind.com/,hello@hivekind.com,hello@hivekind.com; hello@yourstudio.com,,"Kuala Lumpur, Malaysia",https://www.linkedin.com/in/calumhalcrow,https://www.facebook.com/anton.lvov.90,http://instagram.com/hivekindcom,4.5,,,,,directory/country/top-software-development-companies/malaysia,https://www.goodfirms.co/company/hivekind,goodfirms,cloak_browser,alive,67,B,2026-08-01T21:47:32.923Z
Wise Accelerate,software developer,https://www.wiseaccelerate.com/,info@wiseaccelerate.com,info@wiseaccelerate.com,,"Hanoi, Vietnam",https://www.linkedin.com/company/wise-accelerate,,,5.0,,,,,directory/country/top-software-development-companies/vietnam,https://www.goodfirms.co/company/wise-accelerate,goodfirms,cloak_browser,alive,67,B,2026-08-01T21:47:44.127Z
TRIARE,software development,https://triare.net/,welcome@triare.net,welcome@triare.net,,"Cherkasy, Ukraine",https://www.linkedin.com/uas/login,https://www.facebook.com/TriareTeam/,https://www.instagram.com/triare.team/,4.9,11,50,,,software-development,https://www.sortlist.com/agency/triare,sortlist,cloak_browser,alive,67,B,2026-08-01T21:48:33.366Z
Suffescom Solutions Inc,Mobile App Development,https://www.suffescom.com/custom-application-development,idea@suffescom.co,idea@suffescom.co; sales@suffescom.com,,,https://www.linkedin.com/company/suffescom,https://www.facebook.com/SuffescomSolutions,https://www.instagram.com/suffescom_solutions/,4.9,47,,,,software-development?country=AE,https://www.designrush.com/agency/profile/suffescom-solutions-inc,designrush,cloak_browser,alive,67,B,2026-08-01T21:49:08.089Z
Bytes Technolab Inc.,AI Development,https://www.bytestechnolab.com/our-services/,hello@bytestechnolab.com,hello@bytestechnolab.com,,,https://in.linkedin.com/company/bytes-technolab/,https://www.facebook.com/bytestechnolabofficial/,https://www.instagram.com/bytestechnolabofficial/,4.9,15,,,,software-development?country=AE,https://www.designrush.com/agency/profile/bytes-technolab-inc,designrush,cloak_browser,alive,67,B,2026-08-01T21:49:08.089Z
LeanCode,Mobile App Development,https://leancode.co/,lukasz@leancode.pl,lukasz@leancode.pl; office@leancode.pl; anna.miros@leancode.pl,,,https://www.linkedin.com/company/leancode,https://www.facebook.com/LeanCodePL/,https://www.instagram.com/leancode_pl/,5.0,20,,,,software-development?country=AE,https://www.designrush.com/agency/profile/leancode,designrush,cloak_browser,alive,67,B,2026-08-01T21:49:08.089Z
Inlogic IT Solutions LLC,Software company,https://inlogic.ae/,sales@inlogic.ae,sales@inlogic.ae,+971 4 295 5773,Al Durrah Building M06 - Al Garhoud - Dubai - United Arab Emirates,https://www.linkedin.com/company/inlogic-it-solutions/,https://www.facebook.com/inlogicIT/,https://www.instagram.com/inlogicae/,4.4,45,,,,IT companies in Dubai,https://www.google.com/maps/place/Inlogic+IT+Solutions+LLC/data=!4m7!3m6!1s0x3e5f5d192f025a13:0x4e6cb40986e96bf!8m2!3d25.2501266!4d55.3399004!16s%2Fg%2F11c2l1_r1p!19sChIJE1oCLxldXz4Rv5ZumEDL5gQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,66,B,2026-08-01T20:11:23.873Z
ALAS Technologies LLC - Zoho Partner & NFC Smart Business Card,Software company,https://www.alas-me.com/,ab@alas-me.com,ab@alas-me.com,+971 52 250 3962,Omeir Bin Yousaf Building - 171 Hamdan Bin Mohammed St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,https://www.facebook.com/profile.php,https://www.instagram.com/alastechnologies/,4.9,33,,,,software development companies in Abu Dhabi,https://www.google.com/maps/place/ALAS+Technologies+LLC+-+Zoho+Partner+%26+NFC+Smart+Business+Card/data=!4m7!3m6!1s0x3e5e69933620821d:0xcaad62bd4c506425!8m2!3d24.4867872!4d54.3599317!16s%2Fg%2F11l1n4vyqz!19sChIJHYIgNpNpXj4RJWRQTL1irco?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,66,B,2026-08-01T20:14:40.168Z
