company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region
Kula,cafe,http://www.kula-cafe.com/,info@kula-cafe.com,info@kula-cafe.com,,,,"21, James Street, London, W1U 1DU",,https://www.facebook.com/KulaUK/,https://www.instagram.com/kula_uk/,,,,,,general/London,https://www.openstreetmap.org/way/217965547,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Rathbone Hotel,hotel,http://www.rathbonehotel.co.uk/,reservations@rathbonehotel.co.uk,reservations@rathbonehotel.co.uk,,,,"30, Rathbone Street, London, W1T 1LB",,https://www.facebook.com/TheRathboneHotel/,https://www.instagram.com/therathbonehotel/,,,,,,general/London,https://www.openstreetmap.org/way/226909132,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Clarette,restaurant,https://www.clarettelondon.com/,info@clarettelondon.co.uk,info@clarettelondon.co.uk,,,,"44, Blandford Street, London, W1U 7HS",,https://www.facebook.com/ClaretteLondon/,https://www.instagram.com/clarettelondon/,,,,,,general/London,https://www.openstreetmap.org/way/235396576,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Hijazi Corner,restaurant,https://hijazicorner.com/,info@hijazicorner.com,info@hijazicorner.com,,,,"332, Old Marylebone Road, London, NW1 5RE",,,https://www.instagram.com/hijazi_corner/,,,,,,general/London,https://www.openstreetmap.org/way/241397018,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Meeting Palace,restaurant,http://meetingpalaceuk.com/,info@meetingpalaceuk.com,info@meetingpalaceuk.com,,,,"34, High Street, Harrow, HA3 7AB",,https://www.facebook.com/meetingpalaceuk,,,,,,,general/London,https://www.openstreetmap.org/way/242813509,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Coversure Insurance,insurance,https://www.coversure.co.uk/branch/harrow,,,,,+44 800 3081 121,,https://www.linkedin.com/company/coversure-insurance/,,,,,,,,general/London,https://www.openstreetmap.org/way/243868236,openstreetmap,normal_scraper,,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,finance-insurance,finance-insurance,,,,false,0.7,rules,europe
Palm Beach,restaurant,https://www.palmbeachuk.com/,info@palmbeachuk.com,info@palmbeachuk.com,,,,"17, Ealing Road, Wembley, HA0 4AA",,https://www.facebook.com/PalmBeachRestaurantUk/,https://www.instagram.com/palmbeachrestaurantuk/,,,,,,general/London,https://www.openstreetmap.org/way/259391532,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Yun Gui Chuan Rice Noodle Bricklane,restaurant,https://www.yunguichuan.net/,sales@yunguichuan.co.uk,sales@yunguichuan.co.uk,,,,"76, Brick Lane, London, E1 6RL",,,https://www.instagram.com/ricenoodle_yunguichuan,,,,,,general/London,https://www.openstreetmap.org/way/268470512,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Johnny's Chop Shop,hairdresser,https://johnnys-chopshop.com/en/home.aspx,info@stagheaddesigns.com,info@stagheaddesigns.com,,,,"33, Marshall Street, London, W1F 7ET",,https://www.facebook.com/johnnyschopshop/,https://www.instagram.com/johnnyschopshopbarbers/,,,,,,general/London,https://www.openstreetmap.org/way/272084500,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail; beauty-wellness,beauty-wellness,,,false,0.6,rules,europe
My Snug Room,beauty,http://www.my-snug-room.co.uk/,info@my-snug-room.co.uk,info@my-snug-room.co.uk,,,,"3, D'Arblay Street, London, W1F 8DH",,,https://www.instagram.com/mysnugroom/,,,,,,general/London,https://www.openstreetmap.org/way/275127234,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Dessert Ice Cream Club,cafe,https://desserticecreamclub.co.uk/,dessertclub@fivestarcaterers.co.uk,dessertclub@fivestarcaterers.co.uk,,,,"Tessa Jowell Boulevard, London, E20 2AG",,https://www.facebook.com/Desserticecreamclub,https://www.instagram.com/desserticecreamclub,,,,,,general/London,https://www.openstreetmap.org/way/275691881,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Whipped,cafe,http://abokado.com/,getintouch@abokado.com,getintouch@abokado.com,,,,"160, Drury Lane, London",,https://www.facebook.com/Abokado-168465976511077/,https://instagram.com/abokadouk,,,,,,general/London,https://www.openstreetmap.org/way/277929196,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
10 Greek Street,restaurant,https://www.10greekstreet.com/,info@10greekstreet.com,info@10greekstreet.com,,,,"10, Greek Street, London",,,https://www.instagram.com/10greekstreet/,,,,,,general/London,https://www.openstreetmap.org/way/279322538,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Humble Chicken,restaurant,https://humblechickenuk.com/,hello@humblechickenuk.com,hello@humblechickenuk.com,,,,"54, Frith Street, London, W1D 4SL",,,https://www.instagram.com/humblechicken_uk,,,,,,general/London,https://www.openstreetmap.org/way/280997365,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Best Western Boltons Hotel,hotel,http://www.bw-theboltonshotel.co.uk/,kensington@mornington.co.uk,kensington@mornington.co.uk,,,,"19-21, Penywern Road, London",,https://www.facebook.com/theboltonshotellondon/,,,,,,,general/London,https://www.openstreetmap.org/way/285593264,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Grim's Dyke Hotel,hotel,https://grimsdyke.com/,reservations@grimsdyke.com,reservations@grimsdyke.com,,,,"Old Redding, Harrow, HA3 6SH",,https://www.facebook.com/share/1QKNYbXhY5/,https://www.instagram.com/grimsdykehotel/,,,,,,general/London,https://www.openstreetmap.org/way/287046028,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
The Crescent Hyde Park,hotel,https://www.crescenthydepark.co.uk/,info@crescenthydepark.co.uk,info@crescenthydepark.co.uk,,,,"28, Gloucester Terrace, London, W2 3DA",,https://www.facebook.com/thecrescenthydepark,https://www.instagram.com/thecrescenthydeparklondon/,,,,,,general/London,https://www.openstreetmap.org/way/288324515,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Bentley's,restaurant,https://www.bentleys.org/,reservations@bentleys.org,reservations@bentleys.org,,,,"London, W1B 4DG",,https://www.facebook.com/BentleysOysterBar,https://www.instagram.com/bentleysoysterbar/,,,,,,general/London,https://www.openstreetmap.org/way/290306916,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
SpudBros,restaurant,https://www.spudbrosexpress.com,support@spudbrosexpress.com,support@spudbrosexpress.com,,,,"4, Princes Street, London, W1B 2LB",,,https://www.instagram.com/spudbrosexpress/,,,,,,general/London,https://www.openstreetmap.org/way/291293252,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Community Cafe,cafe,https://www.fobp.uk/greenery-cafe-volunteer-form,secretary@friendsofbroomfieldpark.org,secretary@friendsofbroomfieldpark.org; info@fobp.uk; fobpsecretary@gmail.com,,,,,,https://facebook.com/groups/48597291524/,https://instagram.com/friends_of_broomfield_park/,,,,,,general/London,https://www.openstreetmap.org/way/332546069,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Courthouse Hotel Shoreditch,hotel,https://shoreditch.courthouse-hotel.com/,shoreditch@courthouse-hotel.com,shoreditch@courthouse-hotel.com,,,,"335-337, Old Street, London, EC1V 9LL",,https://www.facebook.com/Courthousehotelshoreditch/,https://www.instagram.com/courthousehotelshoreditch/,,,,,,general/London,https://www.openstreetmap.org/way/337049123,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Manna Dew,cafe,https://mannadew.co.uk/,indulge@mannadew.co.uk,indulge@mannadew.co.uk,,,,"169, Battersea High Street, London, SW11 3JS",,https://www.facebook.com/mannadewlondon/,https://www.instagram.com/mannadew.london,,,,,,general/London,https://www.openstreetmap.org/way/338936606,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
LebanEats,restaurant,https://www.lebaneats.co.uk/,feedme@lebaneats.co.uk,feedme@lebaneats.co.uk,,,,"18, Lansdowne Row, London",,https://www.facebook.com/Lebaneats.uk,https://www.instagram.com/lebaneats/,,,,,,general/London,https://www.openstreetmap.org/way/339627270,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Delfino,restaurant,https://www.finos.co.uk/,delfino@delfinomayfair.com,delfino@delfinomayfair.com,,,,"121a, Mount Street, London",,https://www.facebook.com/delfinomayfair/,https://www.instagram.com/delfinomayfair/,,,,,,general/London,https://www.openstreetmap.org/way/342406616,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Nac,restaurant,https://www.naclondon.co.uk/,reservations@naclondon.co.uk,reservations@naclondon.co.uk,,,,"41, North Audley Street, London",,,http://instagram.com/nacmayfair,,,,,,general/London,https://www.openstreetmap.org/way/342715784,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Mercure London Paddington,hotel,https://www.mercurepaddington.com/,stay@mercurepaddington.com,stay@mercurepaddington.com,,,,"144, Praed Street, London, W2 1HU",,https://www.facebook.com/londonpaddingtonhotels/,https://www.instagram.com/mercurepaddington/,,,,,,general/London,https://www.openstreetmap.org/way/344153537,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Nanis Cafe,cafe,http://www.nanis.co.uk/,food@nanis.co.uk,food@nanis.co.uk,,,,"134, Great Portland Street, London, W1W 6PX",,https://www.facebook.com/naniscateringlondon,https://www.instagram.com/naniscateringlondon,,,,,,general/London,https://www.openstreetmap.org/way/345140323,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Blandford Comptoir,restaurant,https://blandford-comptoir.co.uk/,info@blandford-comptoir.co.uk,info@blandford-comptoir.co.uk,,,,"1, Blandford Street, London, W1U 3DA",,,https://www.instagram.com/blandfordcomptoir/,,,,,,general/London,https://www.openstreetmap.org/way/350328176,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Beirut Cafe,restaurant,https://beirutcafe.co.uk/,,,James Hargreaves,Senior iGaming Analyst & Casino Review Lead,+44 20 7041 9828,"117-119, Edgware Road, London",,,,,,,,,general/London,https://www.openstreetmap.org/way/351025498,openstreetmap,normal_scraper,,24,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Terrys Tanning,beauty,https://www.terrystanning.com/,info@terrystanning.com,info@terrystanning.com,,,,"7, Pennyfields, London, E14 8HP",,https://www.facebook.com/share/1L42VtMotq/,https://www.instagram.com/terrys_tanning/,,,,,,general/London,https://www.openstreetmap.org/way/351862785,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
The Original Maids of Honour,restaurant,https://theoriginalmaidsofhonour.co.uk,admin@theoriginalmaidsofhonour.co.uk,admin@theoriginalmaidsofhonour.co.uk,,,,"288, Kew Road, Richmond, TW9 3DU",,https://www.facebook.com/NewensTheOriginalMaidsofHonour/app/168188869963563/,https://www.instagram.com/theoriginalmaidsofhonour/,,,,,,general/London,https://www.openstreetmap.org/way/358480382,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Hay Beauty,beauty,http://cheville.co.uk,hello@cheville.co.uk,hello@cheville.co.uk,,,,"285, New King's Road, London, SW6 4RD",,https://www.facebook.com/ChevilleInteriors/,https://www.instagram.com/cheville_parquet/,,,,,,general/London,https://www.openstreetmap.org/way/362164417,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Queen's Wood Café,cafe,https://www.queenswoodcafe.org/,info@queenswoodcafe.org,info@queenswoodcafe.org,,,,"42, Muswell Hill Road, London, N10 3JP",,,https://www.instagram.com/qwcafe/,,,,,,general/London,https://www.openstreetmap.org/way/366293474,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Third Culture Deli,cafe,https://thirdculturedeli.com/,hi@thirdculturedeli.com,hi@thirdculturedeli.com,,,,"29, Broadway Market, London, E8 4PH",,,https://www.instagram.com/thirdculturedeli/,,,,,,general/London,https://www.openstreetmap.org/way/366302256,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Brags and Brams,restaurant,https://www.bragsandbrams.com/,info@bragsandbrams.com,info@bragsandbrams.com,,,,"44-45, Newington Green, London, N16 9QH",,https://www.facebook.com/bragsandbrams,https://www.instagram.com/bragsandbrams/,,,,,,general/London,https://www.openstreetmap.org/way/371481600,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
The Ivy,restaurant,https://theivycafewimbledon.com,groupdining@theivy-collection.com,groupdining@theivy-collection.com,,,,"75, High Street, London, SW19 5EG",,https://www.facebook.com/TheIvyBrasseries/,https://www.instagram.com/the_ivy_collection,,,,,,general/London,https://www.openstreetmap.org/way/380200993,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Maison St. Cassien,cafe,https://maisonstcassien.co.uk/,info@maisonstcassien.co.uk,info@maisonstcassien.co.uk,,,,"71, High Street, London, SW19 5EE",,https://www.facebook.com/maisonstcassien/,https://www.instagram.com/reel/DLpHVGhNIy1/,,,,,,general/London,https://www.openstreetmap.org/way/380634595,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
DropShot Coffee,cafe,https://www.dropshotcoffee.co.uk/,ed@dropshotcoffee.co.uk,ed@dropshotcoffee.co.uk,,,,"79, Lower Richmond Road, London, SW15 1ET",,,https://www.instagram.com/dropshotcoffeeldn/,,,,,,general/London,https://www.openstreetmap.org/way/394960505,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Escocesa,restaurant,https://www.escocesa.co.uk/,info@escocesa.co.uk,info@escocesa.co.uk,,,,"67, Stoke Newington Church Street, London, N16 0AR",,https://www.facebook.com/escocesa.co.uk,https://www.instagram.com/escocesa_n16/,,,,,,general/London,https://www.openstreetmap.org/way/399129126,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Jaunty Coffee,cafe,https://jaunty.coffee/,hello@jaunty.coffee,hello@jaunty.coffee,,,,"147, Forest Road, London, E17 6HF",,https://www.facebook.com/jauntycoffee/,https://www.instagram.com/jauntycoffee,,,,,,general/London,https://www.openstreetmap.org/way/404333781,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Morgan Hotel,hotel,https://www.morganhotel.co.uk/,info@morganhotel.co.uk,info@morganhotel.co.uk,,,,"24, Bloomsbury Street, London, WC1B 3QJ",,https://www.facebook.com/Morgan-Hotel-464295033770630,,,,,,,general/London,https://www.openstreetmap.org/way/424202429,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Elysée,restaurant,https://www.elyseerestaurant.com/,info@elyseerestaurant.com,info@elyseerestaurant.com,,,,"13, Percy Street, London, W1T 1DP",,https://en-gb.facebook.com/The-Elys%C3%A9e-283609904987198/,https://www.instagram.com/theelysee/,,,,,,general/London,https://www.openstreetmap.org/way/425428388,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Maui Poke,restaurant,https://www.mauipoke.co.uk/,aloha@mauipoke.co.uk,aloha@mauipoke.co.uk,,,,"20A, Gosfield Street, London, W1W 6HF",,,http://instagram.com/mauipokeuk,,,,,,general/London,https://www.openstreetmap.org/way/432267240,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Cinnamon Bazaar,restaurant,https://cinnamon-bazaar.com,events@cinnamon-bazaar.com,events@cinnamon-bazaar.com,,,,"31-35, Kew Road, Richmond, TW9 2NQ",,https://www.facebook.com/cinnamonbazaarrestaurants,https://www.instagram.com/cinnamonbazaar_official,,,,,,general/London,https://www.openstreetmap.org/way/432769886,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Servesmiths,cafe,https://www.servesmiths.com/,hello@servesmiths.com,hello@servesmiths.com,,,,"3A, Doggett Road, London, SE6 4PZ",,,https://www.instagram.com/servesmiths/,,,,,,general/London,https://www.openstreetmap.org/way/435139129,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Vicki's,cafe,http://www.vickislondon.co.uk/,info@vickislondon.co.uk,info@vickislondon.co.uk,,,,"43, Kilburn Lane, London, W10 4AE",,https://www.facebook.com/vickislondonfood,https://www.instagram.com/vickislondon/,,,,,,general/London,https://www.openstreetmap.org/way/439037572,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Hornbeam Cafe,cafe,https://www.hornbeam.org.uk/,admin@hornbeam.org.uk,admin@hornbeam.org.uk,,,,"458, Hoe Street, London, E17 9AH",,,https://www.instagram.com/hornbeam_centre/,,,,,,general/London,https://www.openstreetmap.org/way/452831530,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Bright Sterling,accountant,https://brightsterling.com/,info@brightsterling.com,info@brightsterling.com,,,,"53, Sheen Lane, London, SW14 8AB",,https://facebook.com/brightsterling/,,,,,,,general/London,https://www.openstreetmap.org/way/460090334,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Stage Door,restaurant,https://www.stagedoorsteakhouse.com/,stagedoorsteakhouse@outlook.com,stagedoorsteakhouse@outlook.com,,,,"92, The Broadway, London, SW19 1RH",,,https://www.instagram.com/stagedoorsteakhousewimbledon,,,,,,general/London,https://www.openstreetmap.org/way/461483925,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Annapurna,restaurant,https://www.annapurnarestaurant.com/,info@annapurnarestaurant.com,info@annapurnarestaurant.com,,,,"199, Upper Richmond Road West, London, SW14 8QT",,https://www.facebook.com/annapurnares,https://www.instagram.com/annapurna_restaurant,,,,,,general/London,https://www.openstreetmap.org/way/462837335,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Light on the Common,restaurant,https://lightwimbledon.co.uk/,info@lightwimbledon.co.uk,info@lightwimbledon.co.uk,,,,"48, High Street, London, SW19 5AX",,https://www.facebook.com/LightOnTheCommon,https://www.instagram.com/lightonthecommon/,,,,,,general/London,https://www.openstreetmap.org/way/469771534,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Black Radish,restaurant,https://www.blackradishsw19.com/,contact@blackradishsw19.com,contact@blackradishsw19.com,,,,"28, Ridgway, London, SW19 4QW",,,http://www.instagram.com/ChefTobyCartwright,,,,,,general/London,https://www.openstreetmap.org/way/469771540,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Sushi Wa,restaurant,https://sushiwa.co.uk/,happysushiwa@gmail.com,happysushiwa@gmail.com,,,,"28-30, Highgate Hill, London, N19 5NL",,,https://www.instagram.com/sushiwalondon/,,,,,,general/London,https://www.openstreetmap.org/way/474922309,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Al Forno,restaurant,http://www.alfornowimbledon.com,info@alfornowimbledon.co.uk,info@alfornowimbledon.co.uk,,,,"2a, Kings Road, London, SW19 8QN",,https://www.facebook.com/alfornowimbledon,https://www.instagram.com/alfornowimbledon/,,,,,,general/London,https://www.openstreetmap.org/way/479124174,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Face Clinic,beauty,https://www.sohoskin.com/,dpo@sohoskin.com,dpo@sohoskin.com,,,,"7, Silver Place, London, W1F 0JT",,,https://instagram.com/sohoskin,,,,,,general/London,https://www.openstreetmap.org/way/480077830,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare; beauty-wellness,beauty-wellness,,,false,0.6,rules,europe
Lagoon,beauty,https://www.lagoonspa.co.uk/,info@lagoonspa.co.uk,info@lagoonspa.co.uk,,,,"139, Alexandra Road, London, SW19 7JY",,https://www.facebook.com/Lagoon-146765482052322/,https://www.instagram.com/lagoon.wimbledon/,,,,,,general/London,https://www.openstreetmap.org/way/481262534,openstreetmap,normal_scraper,unknown,24,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
